user_name,user_url,comment
乖乖妹--,http://p4.music.126.net/p1KMCy1r9wzxV1x2GA7qbA==/109951168193291530.jpg,跑得慢听到的全是骂声，跑得快听到的全是风声。
早川九鹿,http://p3.music.126.net/gy4LM_LNQhoTrSG5Y_2QyA==/109951168273816559.jpg,有人说·林深时见鹿，海蓝时见鲸，梦醒时见你可实际·林深时雾起，海蓝时汹涌，梦醒时夜续不见鹿，不见鲸，亦不见你。但终究·鹿踏雾而来，鲸随浪而涌，你不回头又怎知我不在可我看来·鹿见人而惊，消失于尽头。鲸踏浪而上，搁浅于浅滩。也如我见你，如碌如惊。最终鹿惧人前潮退鲸落人群不见你我
Pidril_,http://p3.music.126.net/nFBYFdRqvsxJKL_zlYxB3g==/109951168543047204.jpg,准高一来报道啦 初中因为没有认真学习 所以中考成绩没有那么好 当然也不是特别差 高兴的是我没有落到最后一个志愿里  高中要加油啦 争取努力在高中闪闪发光 我们顶峰相见 三年后回来看我现在的评论 加油啊！！       —2021.0814   23:22
塔塔丶猫,http://p3.music.126.net/4IwGO_kaZ2RN5lsuoz3zOw==/109951164848397263.jpg,你看啊 明明我不开心的时候 我也在很希望很希望你开心[多多无语]
淮才不煜,http://p4.music.126.net/00d9WEcH88__EOaSrJyxBQ==/109951165924273409.jpg,“夏末薄荷味清凉 仲夏蝉鸣 悸动难平，隔年仲夏樱桃苦 山楂酸涩 爱意未了.”
有机会一起去富士山,http://p3.music.126.net/H76Hy_e9DYZ83iFfJOS3Pg==/109951165942681031.jpg,希望病魔放过我，让我陪她久一点
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,海中月是天上月，眼前人是心上人。
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,2022的第一首曲子～感谢大家一直以来的支持和喜爱！继续加油～[呲牙]
努力努力呀ho,http://p3.music.126.net/zeNeCfjULqSMmpbKDuTSKA==/109951167977618387.jpg,每一个不曾起舞的日子，都是对生命的辜负。
只吃醋酸溜溜,http://p4.music.126.net/9ByTRMlMBlswCm2eF7BziA==/109951168443446586.jpg,当网易云给你推10w+的歌时，说明他在试探你的口味 当网易云给你推1w+的歌时，说明他在锁定你听的歌的风格 当网易云给你推999+的歌时，说明他已经在给你塞礼物了 当网易云给你推不到99的歌时，说明———他在给你扔宝藏！能看到这条评论的，恭喜你，挖到宝了
無名氏Nil,http://p3.music.126.net/PJePkjiA_xbIU4PV59a8dQ==/109951166096236875.jpg,⠀⠀⠀⠀⠀⠀ ⠀我希望正在读这句话的人永远开心⠀⠀⠀⠀
赵大鼾,http://p3.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,你是我藏在秋风中的欢喜。
星浅梦繁,http://p3.music.126.net/o7OpDkOY_xLOqT1IB9vNEg==/109951163242106281.jpg,浅浅的夜空中，在无数繁星间，找寻到对应你的那颗，用独属我的温情，在每一晚，和它一起为你织梦
summermidnights,http://p4.music.126.net/o5bb_Vlt-EXnavWOKJvSGw==/109951168648064415.jpg,刻舟求剑是一个非常伤感的故事它像极了我们大多数人失去所爱时的不甘
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,第一次和别人合作，是亲爱的有句大大～一首治愈的纯音乐送给大家！希望大家喜欢～[呲牙]
繁星-Aurora,http://p4.music.126.net/l2Wbk7m5IlVdcZlZBPsCkw==/109951167296250438.jpg,朝花夕拾，拾起了青春岁月朝花夕誓，誓约了青春不老朝花夕逝，逝去了青春年华
莞舒_自卑,http://p3.music.126.net/AFkzWAVJKNbAib2_omvw2Q==/109951165586935583.jpg,停停停✋，看到这里就行啦，赶快去学习吧！！加油哦 陌生人！
寄明予玉,http://p4.music.126.net/Ng3k_IoHxRTtFDuzmZbi4A==/109951167928177078.jpg,你相信吗未来将与你共度一生的那个人其实在相同的时间里也忍受着同样的孤独那个人一定也怀着满心的期待怀着满腔热血，披星戴月，一直在奋力向前，逐梦韶光，追逐着光、希望和你穿过茫茫人海跨过烟尘人间也要来与你相见所以需要你呀更加努力到时可以心安理得的给彼此一个大大的拥抱
寄明予玉,http://p3.music.126.net/Ng3k_IoHxRTtFDuzmZbi4A==/109951167928177078.jpg,​🪐星空之所以美丽，是因为在无限的宇宙无论黑暗怎样蔓延总会有星星去把它照亮，世界也是这样，有绝望的地方，就会有希望产生。所以嗷，冬天里所有的迷茫失望都会过去的，振作起来嘛，继续努力温暖的春日总会到来的☀️。和熙春光总能驱散笼罩心的乌云，温暖灵魂最深的那部分。
向柴柴学习的小白-已退,http://p4.music.126.net/p2SOWYKDwMAfuA17M9NZgA==/109951168202045330.jpg,星光璀璨，夜风落拓，漫天星河不及你，笑靥如花。夕阳垂挂，微风荡漾，落日星河不及你，美色如画。所有事物都不及你，你是一颗星，高挂在天空上。即使漂浮在星河里，我也能一眼望见你
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,如果爱我太难，你可不可以陪我看一场雪，霜雪吹满头，也算是白首。
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,我见过最美的春天，是你穿过人群找到我的那个四月。
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,我的第一首曲子啦，同在一片星空下，愿大家永远感到温暖幸福[爱心]
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,上帝揉碎的星星掉进了我的梦里，然后就变成了你。
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,很喜欢的一首音乐，自己扒谱稍加改编制成了纯钢琴版～也是很适合实际弹奏的哦！希望大家喜欢[呲牙]
赵大鼾,http://p4.music.126.net/4eG5KMbV91JirvFFDxwHMQ==/109951167548211777.jpg,我可能会撞上流星，我的宇宙飞船可能会耗光燃料，但我会赌上所有风险去见你。
