user_name,user_url,comment
断罪星空,http://p3.music.126.net/LieB_9YbgxSdBT3Bh2doyw==/109951164672003082.jpg,此刻B站解除了他音乐播放器的任务
Stella_阿森色,http://p4.music.126.net/g_M_icFjM5UUmh2JuajssA==/109951164312743195.jpg,像这种日系穿插大合唱的歌还有吗，上次惊艳到是天气之子的插曲
Hachi_Yojiro,http://p4.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,给新粉科普一下：YOASOBl是一个组合，ikura是组合里的主唱，是一个有着天使吻过的嗓音的小姐姐；ayase是这个组合里负责歌曲制作的小哥哥，真是个神仙组合啊！爱啦爱啦！YOASOBI必火，冲冲冲！
无口的呵呵先生,http://p4.music.126.net/OFwlJEtogPXSX3BYPgZe3Q==/7960464187295705.jpg,"问：为何近两年日本新人歌手百花齐放人才辈出？答：当年玩初音未来的少年少女已经长大成人"
睁眼说瞎话闭眼睡大觉,http://p4.music.126.net/6PfCB4pN8wAZ0CJZYBO-dQ==/109951167803302377.jpg,昨天哼着这个去食堂被一个女生听到，两个人互相确认后疯狂尖叫，真的是好好听啊啊啊啊啊啊
林有德大回旋,http://p3.music.126.net/dl2-V3Xg9LqIOBs3ePRVYw==/109951168038396270.jpg,给新入坑的萌萌人一个提醒，高达是会死人的
Hachi_Yojiro,http://p3.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,全曲听下来感觉真的太强了——好多地方改动后的英语和原意不变的前提下还和日语发音一样，那个“​ダ​メダメ”（哒咩哒咩）转成“damnit damnit”给我的印象最深，还有“誰も”变成“that emo——”真的太强了(doge)
清风明月鸢,http://p4.music.126.net/R4B0arwYgj7_UI4o8eBSPQ==/109951165738641301.jpg,给新粉科普一下：YOASOBl是一个组合，ikura是组合里的主唱，是一个有着天使吻过的嗓音的小姐姐；ayase是这个组合里负责歌曲制作的小哥哥，同时也是一位p主，术曲也都很好听！！真是个神仙组合啊！爱啦爱啦！
尸匕木古,http://p3.music.126.net/tw2VyguIlvhCskjqwjxtRw==/109951167420668002.jpg,低情商：还以为是新歌高情商：终于有单独的专辑了[多多捂脸][多多捂脸][多多捂脸]
当然是选择原谅ta啊,http://p3.music.126.net/ShHhe7WMZ1m3Pm6o1zQ5EA==/109951166817741900.jpg,如果还有人说yoasobi的同质化严重，你大可把这首歌直接冲着他耳朵放，无论是编曲上还是段落安排上这首歌都打破了之前的格局，但完全不失ayase的风格。这首歌的编曲真的很让人惊艳，主歌干净简单因为前后元素不同因此又不单调，在富有节奏感的同时又在副歌爆发，节奏的铺垫将副歌最后的てって印在脑海中
Hachi_Yojiro,http://p3.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,"这首歌是日本晨间节目「闹钟电视」的新主题曲。关于这首歌,夜游成员们也发表了自己的看法。Ayase：早晨当你觉得好累或者犹豫不决的时候,希望你在听了这首歌后会觉得“再加把劲吧”。ikura：这首歌的节奏就跟走路时的速度相似,听着很舒服，大家出门的时候可以听听哦。希望大家的早晨都有这首歌相伴。"
Niki丶奶油,http://p3.music.126.net/YiHwjGsPNJ8iT9-2fxKaIg==/109951164757425138.jpg,高潮让我差点跟着把炮姐的op唱出来
Hachi_Yojiro,http://p3.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,Ayase：在决定歌曲标题时，我心中突然想到“冒险”。 我觉得这首歌和随时都能踏上冒险之旅的感觉非常接近，所以就选了“冒险”这个曲名。ikura：最初收到音源的时候，旋律的兴奋感给我留下深刻的印象，我想如果能加上进入乐园时的期待感就更好了。 最后的合唱部分也和工作人员很愉快地录了下来。
群青讃歌,http://p3.music.126.net/wRnRdNEe6gwVXVz1zn51VA==/109951168206497218.jpg,听主歌：是不一样的风格了耶唱到副歌：怎么会这样
Hachi_Yojiro,http://p4.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,最近Ayase官宣自己有女朋友了！女方是动画作家藍にいな。两人从1年前开始同居。据悉《夜に駆ける》的插图・动画制作是Ayase本人亲自委托藍にいな制作的。除此之外，藍にいな还担当了YOASOBI的歌曲《群青》的封面插图。PS：这一波实属双向奔赴了，期待Ayase能创作出甜甜的情歌！ikura：上个班都要吃狗粮（doge）
质子小姐,http://p3.music.126.net/nBFEM74F2O9X1bNaYzJn7A==/109951166503697653.jpg,“我是第一次买素食便当，紧张坏了。”
K8SAY,http://p3.music.126.net/Xp6QPeXwKTMAZUdZB-mFfQ==/109951165742304596.jpg,我以为网易云是同步出，前天晚上等了半天没有[流泪]，歌词已上传
Hachi_Yojiro,http://p3.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,YOASOBI+ミドリーズ（绿）＝ツバメ (燕子)米津玄师+Foorin（红）=パプリカ（红辣椒）所以下一首演唱童谣的组合会是以蓝色为主题吗？（因为YOASOBI的三原色里面提及的颜色刚好已经有其中的两种了doge）
踢踢哒不溜,http://p3.music.126.net/PidUIh69vxfKIVnZKbWZog==/109951168494362622.jpg,坐等来自顶级音乐人的评价：《风格固化》《止步不前》《江郎才尽》
orion_xc,http://p3.music.126.net/6P2V--WpGVVUB9KJG3FgEg==/109951167579547285.jpg,《大正ロマンス》讲的是现代的时翔与大正时期千代子跨越时空互通书信，并且相爱的故事。有一天晚上时翔发现第二天是关东大地震100周年，正好是千代子那个时代，于是他写信提醒她，然而信件到达需要10天，已经来不及了。时翔一度很自责，从那以后，他没有再收到过千代子的来信。直到他读了高中，发现她
Hachi_Yojiro,http://p4.music.126.net/Ex0_8Xx8y0hNJakv2VSGdw==/109951165770951038.jpg,看着YOASOBI的热门歌曲逐渐发布了英文版，也目睹着他们一步步走向国际化。直至今天，ツバメ （燕子）也有了英文版，作为他们的粉丝，我的内心充满激动，高兴。希望在接下来的日子里，夜游的发展也能像歌词里的燕子一样，展翅高飞，而也期待ayase的词曲能在原来的基础上加以创新，再次突破自身的记录哇！
Lizhts,http://p4.music.126.net/RHxSRZtmMhT4bOnAWozsng==/109951166567913613.jpg,《关于夜鹿 YOASOBI 真夜中 美波 真娘 鎖那 Reol Aimer 八爷 苏打 椅子 Sou 女王蜂 魂音泉的粉丝其实是同一批人这件事 》
泉水ZARD-YOASOBI,http://p3.music.126.net/AUVB_IBh1c0xwCQyIaxnuQ==/109951166067682695.jpg,"世界上只有两类人，一种是没听过三原色的，一种是痴迷三原色的什么歌值得粉丝等三个月？ 三原色(即答如果说夜驱是YOASOBI巅峰的开始，那么从群青到怪物再到三原色，就是YOASOBI在不断突破自己的极限见证了ayase越来越不把ikura当人(悲）ikura酱从mikura再到ikurap，没人知道她的极限ayas"
帐号已注销,http://p3.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,謝謝，但是沒有時間評論了，官網搶衣服快搶瘋了😂
Jaxyuu_,http://p4.music.126.net/y4qYzhUknNdHU42O1x4XUQ==/109951167698747835.jpg,明明是英文发音 却听起来像是日文的发音好厉害！更离谱是和原本的歌词也大体相符w(°ｏ°)w 这到底是怎样的天才？？？WOW
SAK_UTA,http://p3.music.126.net/TD4ngCLfjZ433z_FNHspow==/109951164582733326.jpg,在日文版之后，英文版的もしも命が描けてたら也由我进行了翻译。正因为曾经历过原版的翻译与修改，写下英文版的译文时，又是不一样的心境。有许多本可以照搬的地方，也试图去揣测英文版里的别样心意，而写出了不同的话语。但愿不是画蛇添足弄巧成拙之举。
亚热带寄疯及似人气候,http://p3.music.126.net/OlNsd2Fgpu_nRYjRkPfyKQ==/109951168636922856.jpg,《大正时期的幽灵燕子向春紫苑奔去》
丨泽村英梨梨丨,http://p4.music.126.net/IBRStNDC66dKQI_ohGu4TQ==/109951166061746890.jpg,日本人：听不懂但很熟悉英国人：听得懂但不熟悉
蚝汀蚝汀--,http://p4.music.126.net/p04x7O__xUQxMtHBttq-Wg==/109951167000633872.jpg,into the night——向夜晚奔去🌙haven't ——大概✨monster——怪物🐺comet——温柔的彗星💫RGB——三原色🚥encore——安可🌸blue——群青❄️tracing a dream——描绘着那场梦🌠期待YOASOBI更多好作品❤️!YOASOBI yyds!✨✨会一直支持的!
L風S邪K薬Y,http://p3.music.126.net/bH27jFQoN7QjVxESWDmAgQ==/109951168671180393.jpg,英国人：这霓虹人唱的？霓虹人：好标准的英语？中国人：好像在哪听过？
a-cane,http://p4.music.126.net/jIuksRM2JoIljaiTE8cKKA==/109951167633829790.jpg,学校不让放日韩歌曲，于是夜游为了我就出了一个英文专辑（
Jodioooo,http://p3.music.126.net/q4N3ga_qCxi_U2fWrF4y2Q==/109951168320706138.jpg,还在写作业呢，日推刚推到一听这声音就知道是YOASOBI
离散星Official,http://p3.music.126.net/to1P6-u0W6AEdCV9p-C4Yw==/109951165838757615.jpg,Saw you’re not around太草了
北街煮酒i,http://p4.music.126.net/UeQWPJ6ObyKuGrz2HLG-Kg==/109951164800915125.jpg,之前别人还在问春紫苑有没有英语版，因为在模拟人生里面听到了，查了下没有，游戏里的是造语版，结果过了几天就出了英语版，ikura心里有我[色]
泉水ZARD-YOASOBI,http://p3.music.126.net/AUVB_IBh1c0xwCQyIaxnuQ==/109951166067682695.jpg,"RGB相比Into The Night少了很多空耳感，真正有了英文版的感觉了预计YOASOBI全系列都会有英文版，夜游变国际游了，走向世界吧！怪物和群青是必定会有英文版"
云陌-丹青客,http://p4.music.126.net/wCUDqiShE5pvgYN-8ITz2Q==/109951168664854164.jpg,日本人：听不懂但很熟悉 英国人：听得懂但不熟悉 夜游人：这个我熟
蚝汀蚝汀--,http://p4.music.126.net/p04x7O__xUQxMtHBttq-Wg==/109951167000633872.jpg,into the night——向夜晚奔去🌙haven't ——大概✨monster——怪物🐺comet——温柔的彗星💫RGB——三原色🚥encore——安可🌸blue——群青❄️tracing a dream——描绘着那场梦🌠期待YOASOBI更多好作品❤️!YOASOBI yyds!✨✨会一直支持的!
喵悠歪,http://p3.music.126.net/uxo9LnmVXaJGda6NmvCC7w==/109951167745328682.jpg,不愧是我的头像，好听
Rainhardt,http://p4.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,居然不是more squash that cat 我8是很认可hhhh
Fukuro_,http://p3.music.126.net/MSrG3h7ND61PXaMKfl4UXA==/109951168532562130.jpg,呜呜呜ikura的英文听着真的好顺!!!喜欢!!!
鸢伊氵,http://p4.music.126.net/pmwRFTMm_QAsBcN1rREMQw==/109951164566724433.jpg,不说了，YOASOBI是继Aimer和八爷后我记住并想别人推荐的第三个歌手（组合）。真的听《夜に駆ける》的时候就和当时听到Aimer的《LAST STARDUST》或者八爷的《ドーナツホール》一样。。。说不出来那种感觉，也许是震撼，也许是感动，也许是自作多情吧。希望这些神（对于我来说差不多是这样的）可以继续带给我惊喜
omaru963,http://p4.music.126.net/G4zJ2wchH9ojBCDU1J-6QA==/109951165873023866.jpg,第一首叫“尾声”，最后一首叫“序曲”🤔🤔
