song_id,song_name,play_count,artist_name,artist_id
1979375472,Let You Down,89,Dawid Podsiadlo,14002178
1992343682,カナタハルカ,75,RADWIMPS,21132
1956137009,光影,75,塞壬唱片-MSR,32540734
1946818881,Tower Fierce,70,塞壬唱片-MSR,32540734
569200213,消愁,57,毛不易,12138269
1496089152,I Really Want to Stay At Your House,56,Rosa Walton,28096830
1945307649,愚人曲,56,塞壬唱片-MSR,32540734
1946818930,切尔诺伯格急行军,56,塞壬唱片-MSR,32540734
1984758339,すずめ feat.十明,54,RADWIMPS,21132
1956137007,夕照,54,塞壬唱片-MSR,32540734
1941658812,Bluish Light,54,塞壬唱片-MSR,32540734
1896116362,冬の花,53,宮本浩次,159878
39224659,MEGALOVANIA,53,Toby Fox,1193377
496869422,打上花火,53,Daoko,855508
109998,贝加尔湖畔,52,李健,3695
489970551,Scarborough Fair,52,山田タマル,18248
31311449,"Hello,world!",50,BUMP OF CHICKEN,18705
1823864214,"1.叛变神曲 笼中鸟变奏 YouSeeBIGGIRLTT(Av373985965,P1)",50,热爱与坚持,34230515
1986803568,KICK BACK,48,米津玄師,159300
600347,Resuscitated Hope,48,コミネリサ,16769
29713638,心做し,47,花たん,16523
1891941172,Rewinding Breeze,46,塞壬唱片-MSR,32540734
27434215,This Fffire,46,Franz Ferdinand,92443
1936324213,March On!,46,塞壬唱片-MSR,32540734
1803908863,怪物,46,YOASOBI,33927412
4940455,EXEC_COSMOFLIPS/.,44,KOKIA,16686
1953863738,Ständchen,44,塞壬唱片-MSR,32540734
1956137005,斜阳肃穆,44,塞壬唱片-MSR,32540734
1951992816,宁静之渊,44,塞壬唱片-MSR,32540734
409649830,九九八十一（翻自 乐正绫 / 洛天依）,44,双笙（陈元汐）,12025552
1342950406,カワキヲアメク,43,美波,30616560
1985642223,Stainless Heart,42,塞壬唱片-MSR,32540734
1901371647,孤勇者,42,陈奕迅,2116
27969834,Red Like Roses (Red Trailer) [feat. Casey Lee Williams],42,Jeff Williams,321058
1991012773,ギターと孤独と蒼い惑星,41,結束バンド,54103171
1955672092,行文之韵,41,塞壬唱片-MSR,32540734
1832392174,Operation Blade ,41,塞壬唱片-MSR,32540734
30431362,βios,41,小林未郁,16823
559760,優しさの理由,39,ChouCho,16138
2010229010,山水烬尽,38,塞壬唱片-MSR,32540734
2008457036,湮佚诗歌,38,塞壬唱片-MSR,32540734
1943032660,前前前世 (3D环绕）,38,千里,50630869
1951993684,第■幕,38,塞壬唱片-MSR,32540734
1994797255,大脳的なランデブー,37,kanaria,46326089
1818064296,Bury the Light,37,Victor Borba,35766345
1492283139,Rapid as Wildfires 疾如猛火,37,陈致逸,963431
1990571322,残機,36,ずっと真夜中でいいのに。,15021101
413812448,大鱼,29,周深,1030001
1865105781,Y1K,29,塞壬唱片-MSR,32540734
25906124,不要说话,28,陈奕迅,2116
1886668990,Bridge to the Dawn,26,塞壬唱片-MSR,32540734
1890402858,Radiant,25,塞壬唱片-MSR,32540734
2021363063,殉道之人,24,塞壬唱片-MSR,32540734
1472480890,群青,20,YOASOBI,33927412
27684881,青い栞,17,Galileo Galilei,19574
426881487,前前前世 (movie ver.),16,RADWIMPS,21132
29732992,光るなら,16,Goose house,19618
2045421486,Blues with you,9,塞壬唱片-MSR,32540734
2041814115,走过漫漫时空,8,塞壬唱片-MSR,32540734
2045426699,群星见我,6,塞壬唱片-MSR,32540734
2045421500,Control's Wishes,6,塞壬唱片-MSR,32540734
2045426723,Ad astra,6,塞壬唱片-MSR,32540734
2041948600,红松的骑士,6,塞壬唱片-MSR,32540734
2042559224,待续,6,塞壬唱片-MSR,32540734
2041951911,我的生活,6,塞壬唱片-MSR,32540734
25706282,夜空中最亮的星,6,逃跑计划,12977
2045421488,Rhine Lab.LLC,5,塞壬唱片-MSR,32540734
2014221213,访孤城,3,塞壬唱片-MSR,32540734
2014221206,登临意,3,塞壬唱片-MSR,32540734
486188317,Layers <MODv>,3,Aimee Blackschleger,225847
486194215,BRAVE THE OCEAN <MODv>,3,Eliana (エリアンナ),12474646
2034454236,海愿,2,塞壬唱片-MSR,32540734
28181103,步步,2,五月天,13193
2014221233,挽流云,2,塞壬唱片-MSR,32540734
2014222174,度关山,2,塞壬唱片-MSR,32540734
1500151581,群青,2,YOASOBI,33927412
1945307650,黄金时代的遗产,2,塞壬唱片-MSR,32540734
1953860839,Your Star,2,塞壬唱片-MSR,32540734
1300452032,命に嫌われている。,2,+α/あるふぁきゅん。,1050587
421423808,虚拟,2,陈粒,1007170
41666291,Harvest,2,(K)NoW_NAME,11995197
32102074,X.U. (TV Size),2,R!N/Gemie,12531080
2045421463,绿意游曳,1,塞壬唱片-MSR,32540734
2045426691,Bubble,1,塞壬唱片-MSR,32540734
2045421517,A World Above,1,塞壬唱片-MSR,32540734
2045421460,特里蒙的天空,1,塞壬唱片-MSR,32540734
2045426753,The Coming of the Future,1,塞壬唱片-MSR,32540734
2041948604,霓虹塔下,1,塞壬唱片-MSR,32540734
2041948618,回首来处,1,塞壬唱片-MSR,32540734
2041806812,疑云,1,塞壬唱片-MSR,32540734
2041709545,故土,1,塞壬唱片-MSR,32540734
2041711095,黑夜喃语,1,塞壬唱片-MSR,32540734
2034454232,正当交易,1,塞壬唱片-MSR,32540734
2034454222,旅者征服者,1,塞壬唱片-MSR,32540734
2034455975,沉溺浅洋,1,塞壬唱片-MSR,32540734
2034454235,大群之殇,1,塞壬唱片-MSR,32540734
2034454223,共振,1,塞壬唱片-MSR,32540734
2034455987,倾听,1,塞壬唱片-MSR,32540734
2034454221,离群悲歌,1,塞壬唱片-MSR,32540734
2034454217,族群歌谣,1,塞壬唱片-MSR,32540734
