song_id,song_name,play_count,artist_name,artist_id
1470483928,雨的舞步,103,赵大鼾,33603866
845094,LAST IMPRESSION,103,TWO-MIX,21876
1971144922,TruE,100,黄龄,7890
749647,パチュリーズ・ベストヒットGSK,96,IOSYS,19917
4939821,JUST COMMUNICATION,95,TWO-MIX,21876
819663,あんなに一绪だったのに,90,See-Saw,21318
32944590,"come on, sweet death",90,arianne schreiber,16038
1824020871,One Last Kiss,88,宇多田ヒカル,18122
1983292457,祝福,87,YOASOBI,33927412
1835951859,Avid,86,SawanoHiroyuki[nZk],1096011
608404,oath sign,79,LiSA,16995
1879944789,境界線,77,amazarashi,18480
1375725396,Cyberangel,77,Hanser,1049179
2026565329,Da Capo,76,HOYO-MiX,12487174
1311345709,Lasting Memories,76,田村ゆかり,17918
1913478990,Regression,76,阿云嘎,12200490
1953273961,Звёздное лето,75,Алла Пугачёва,13077073
657666,残酷な天使のテーゼ,74,高橋洋子,17909
1924858507,LilaS,71,SawanoHiroyuki[nZk],1096011
1837125161,3分29秒,70,ヒトリエ,784134
412327036,いけないボーダーライン,70,ワルキューレ,161017
1815684465,Rubia,68,周深,1030001
1948693782,piccolo,65,bbno$,12054171
33911781,secret base ~君がくれたもの~ (10 years after Ver.),64,茅野愛衣,16906
1969195578,Elysian Realm,60,HOYO-MiX,12487174
411315599,生きとし生けるもの,59,天宫エリカ,29711811
1459722976,崩坏世界的歌姬 (Movie Ver.),58,小林未郁,16823
474574924,DEAREST DROP,58,田所あずさ,976347
1345485069,冬の花,57,宮本浩次,159878
1969198077,Imaginary,57,HOYO-MiX,12487174
1395338963,Burn,57,NceS,12060064
1333199831,Nightglow,55,蔡健雅,7214
766111,千年幻想郷　~ History of the Moon,55,君の美術館,20147
1426087898,Starfall,54,袁娅维TIA RAY,10473
2033878961,innocent arrogance,53,BiSH,1081055
482633119,YouSeeBIGGIRL/T:T,52,R!N/Gemie,12531080
1472480890,群青,52,YOASOBI,33927412
1859652717,Moon Halo,50,茶理理,1003026
1484844664,リテラチュア,50,上田麗奈,1024317
473940915,夕暮れの鳥,49,神聖かまってちゃん,21462
482636090,Call of Silence,49,R!N/Gemie,12531080
1910623420,悪魔の子,48,ヒグチアイ,942124
1466597809,カナリヤ,47,米津玄師,159300
1496089152,I Really Want to Stay At Your House,46,Rosa Walton,28096830
1374245779,憧憬と屍の道,45,Linked Horizon,15258
478731355,心臓を捧げよ!,45,Linked Horizon,15258
1445872255,Fight Another Day (Andy Tunstall Remix),44,Kat Penkin,34287360
1986803568,KICK BACK,43,米津玄師,159300
2410521,Back It Up,43,Caro Emerald,52945
1313052943,不可思議のカルテ,42,瀬戸麻沙美,17858
2043276824,踏上旅途（扩写版）,41,黑铱BlackIris,47125630
688641,千幻华 -a night with a hazy moon-,41,アールグレイ,18495
1918969429,The Rumbling,40,SiM,21618
1844193709,僕の戦争,40,神聖かまってちゃん,21462
1300594284,BREAK IT,40,雄之助,12053352
515535828,The Greatest Show,40,Hugh Jackman,218195
29740665,Hyakkiyakou,40,Anti-General,1007061
1335968354,Nobody Knows,39,Russ,241588
26608719,紅蓮の弓矢,38,Linked Horizon,15258
1357399229,ささやく、消えかけた後遺症が。(with senya),37,森永真由美,17227
536622304,Lemon,36,米津玄師,159300
496869422,打上花火,36,Daoko,855508
16435064,Skyfall (Full Length),36,Adele,46487
850502,靴の音を、響かせて、その手を,36,めらみぽっぷ,17207
436016269,共鳴しない愛のカタチ,36,幽閉サテライト,22435
29732992,光るなら,36,Goose house,19618
2034742057,アイドル,35,YOASOBI,33927412
1423123512,No Time To Die,35,Billie Eilish,11972054
1316563399,創造の地平線を見つめて,35,兎明,13021586
766014,童祭　~ Innocent Treasures,35,市松椿,29811828
553817982,失眠,35,Lil Chaos,12897745
28941648,幽明境を分かつこと,34,凋叶棕,21981
691504,秋姉妹のなく頃に,34,ばんばんしー,18585
1413836644,果てなき風の軌跡さえ～破～,34,森永真由美,17227
1366515793,Can't Make A Song!! (feat. 初音ミク),34,beat_shobon,32238738
1341912654,Rainy Blue (蓝色阴雨),34,饭碗的彼岸,1138028
410654865,GQ,34,Lola Coca,12040030
687463,Necro Fantasia feat. 美里,33,美里,17151
482636948,桜花繚乱,33,はちみつれもん,19774
407485173,マインドブランド,33,MARETU,12011147
1915838141,IRAS 17514,32,HOYO-MiX,12487174
22780378,幽閉サテライトメドレーType：Iceon,32,森永真由美,17227
27853410,妄想税,32,DECO*27,14001
17132597,Down The Road,32,C2C,90330
444267516,螺旋を描く蝶 [Vocal：憐歌],31,舞風,20554
27571849,三千世界,31,森永真由美,17227
407485172,うみたがり,31,MARETU,12011147
3315198,It's Tricky,31,Run-D.M.C.,72741
475774775,初めてのデート,30,SimorE,1203059
1353381404,AIAIAI,29,Kizuna AI,27889701
31997691,The Next Episode (San Holo Remix),28,San Holo,1017035
1880849699,有谱 (Live),27,李昂星,12258318
30798034,光るなら,26,Goose house,19618
32431066,神のまにまに,26,初音ミク,159692
27124768,What is jazz,26,Club des Belugas,89578
5040165,The Humblest Start,26,JC,37103
729107,月見酒,25,Floating Cloud,19457
29124079,脳漿炸裂ガール,25,初音ミク,159692
63650,独家记忆,25,陈小春,2112
869044,星色夜空 るざ×ゆき ver.,24,藤宮ゆき,191380
