song_id,song_name,play_count,artist_name,artist_id
1500204087,青灯晚,97,泽典,33613818
1321631043,湖,85,李棒棒Muti,12027194
1815105886,狐狸的童话,80,Santa_SA,34230619
500412390,Contact,66,Lulleaux,1115185
1401671455,Love Is Gone (Acoustic),63,SLANDER,1137239
1384492893,Hold On,54,ILLENIUM,1050518
28878559,Edge Of My Life,52,Manafest,66455
2923416,Bleeding Love,51,Leona Lewis,64150
1402860124,尘与萤,49,依旧在雨中等你,12553561
550138197,没有理由,45,永彬Ryan.B,12448205
1426233208,痛快,45,Aioz,29235210
430793721,当妮走了,44,徐真真,12094099
418602116,How to Love (feat. Sofia Reyes),44,Cash Cash,50905
1352045760,山海不可平,41,CMJ,12157336
515453363,All Falls Down,39,Alan Walker,1045123
1385738126,Teeth,38,5 Seconds of Summer,893624
29816872,命(Acoustic Piano Ver.),38,S9ryne,1039650
156915,挪威的森林,36,伍佰,5354
1381084455,Deep Blue,35,William Black,248957
545655045,Burn the House Down,34,AJR,88089
760058,Bloom of Youth,34,Key Sounds Label,20050
29017078,unravel,34,TK from 凛として時雨,159644
507585218,Sound of Walking Away,34,ILLENIUM,1050518
1388968666,Blank Space,33,Taylor Swift,44266
19292800,Red,33,Taylor Swift,44266
35528482,一半,32,薛之谦,5781
1831147969,How You Like That (Lions Edit),32,Lions,12057055
472045959,The Cure,32,Lady Gaga,64147
478507889,卡农（经典钢琴版）,32,dylanf,12308485
1391638771,是心动啊 (翻自 iu/High4) ,32,原来是萝卜丫,31346547
477933011,It's Over,31,Maki Flow,12893060
406072775,Move Up (Lost Gravity),31,Mr. Polska,1161187
4164331,Bye Bye Bye,31,Lovestoned,95748
32835565,国王与乞丐,30,华晨宇,861777
25714146,Count on Me,29,Connie Talbot,50898
401249909,Dangerously,29,Charlie Puth,90331
34072434,One Call Away,29,Charlie Puth,90331
479219365,Somebody,28,Lush & Simon,358207
449818326,鹿 be free,28,尚雯婕,9276
28613172,伴你成长,28,白挺,1047238
1384425818,Home (feat. Bonn),28,Martin Garrix,780003
31365604,你从未离去,27,白挺,1047238
468490178,The One,27,The Chainsmokers,893484
554146736,2002,26,Anne-Marie,1102181
1297498908,Walk Thru Fire,26,Vicetone,747030
157276,Last Dance,26,伍佰 & China Blue,222871
28718313,The Way I Still Love You,26,Reynard Silva,42608
470547650,Bloodstream,26,The Chainsmokers,893484
26713259,I Hate Myself For Loving You,25,Joan Jett,60931
452997043,Down In Flames,25,Ella Vos,12121298
1831802044,Come Back For You(抖音版),25,刘士鸣,47111189
39324743,Renaissance,25,Steve James,43322
1838764046,失恋不怪她阵线联盟 - 拾贰(抖音完整版),25,想躲进你的怀里,37503385
1333199956,Hope,25,The Chainsmokers,893484
402070513,River,25,Bishop Briggs,198937
28391219,봄 사랑 벚꽃 말고,25,High4,905037
1301884692,烟雨行舟（原唱：伦桑）,24,司南,28863695
25641187,如果没有你,24,李代沫,4393
1429908226,月牙湾 (Live),23,袁娅维TIA RAY,10473
28830411,Sunburst,23,Tobu,964486
457552211,Dark Side,23,Phoebe Ryan,854363
426502151,Still Falling for You,23,Ellie Goulding,56598
1463165983,天外来物,23,薛之谦,5781
1306507078,Can We Kiss Forever?,23,Kina,12826481
1342771403,失眠,22,周思涵,12292708
1438808727,Downfalls,22,Cally Rhodes,12603359
1803545978,Someone You Loved,22,Lewis Capaldi,12474140
1429355183,Pasta,22,New Rules,31007341
475597495,Little Do You Know,22,Campsite Dream,1146068
33728453,Drive,22,Oh Wonder,1050128
1454317928,Mad at Disney,21,salem ilese,35501211
1421446518,Faith,21,Nurko,11991089
1356658022,Slow Down,21,Madnap,896042
24615857,Stay Here Forever,21,Jewel,60923
187672,烦恼歌,21,张学友,6460
28854182,惊鸿一面,21,许嵩,5771
1352975734,"SOLO (BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA"")",21,JENNIE,12061232
426881480,夢灯籠,21,RADWIMPS,21132
515454649,Falling Down,21,Wild Cards,12218142
484365611,Parties,21,Jake Miller,776761
460043372,It Ain't Me,21,Kygo,844410
1369061565,Glosses,20,HelloPrinz,31660247
362998,老男孩,20,筷子兄弟,12081
490595154,备爱,20,周思涵,12292708
26293944,Your Body,20,Christina Aguilera,50892
1822280895,鱼缸,20,浦东老农民,33284852
523001618,Jealous,20,Faustix,1155054
1435828582,Empty Love,20,Lulleaux,1115185
472219722,I'll Follow (Acoustic Version),20,Fancy Cars,12074083
1495058484,茫,20,李润祺,12929031
423227295,In the Name of Love,20,Martin Garrix,780003
1418275106,Wasted Summer,19,teamwork.,32284518
1418092940,Butterflies (feat. Dia Frampton),19,William Black,248957
469998923,别问很可怕,19,J. Sheon,187010
30780496,Mine (Illenium Remix),19,ILLENIUM,1050518
1296550963,High On Life ,19,Martin Garrix,780003
1341819224,Worlds Apart,19,Far Out,824107
29910080,The New Kings,19,Vicetone,747030
1417055605,Million Days,19,SABAI,32093901
464192074,Find You,19,HIDDN,12322027
