song_id,song_name,score,song_url,artist_name,artist_id
1853409751,彼女の笑顔,100,https://p1.music.126.net/avtPbu4zvQFWbE1fyVKkKg==/109951166088609198.jpg,赵大鼾,33603866
1893183597,春の放課後,100,https://p2.music.126.net/d-FUir5-XbTD9JgeiCcG0Q==/109951166598936246.jpg,星萤,48916158
204207,爱情来了,100,https://p2.music.126.net/89zDoQ9MdAPVgOB252aoSQ==/96757023261503.jpg,钟兴民,6886
1919000048,种一个月亮,100,https://p2.music.126.net/lA12CD6QDa3Up0UEy4we3g==/109951166134601797.jpg,小蟹,35656263
1830477466,喜欢下雨 (伴奏),100,https://p2.music.126.net/cWtBXV7wKyjTz_grvvejhw==/109951165814392824.jpg,荷塘月色,12065026
1913478990,Regression,100,https://p2.music.126.net/DbD08enxZN2kDFScDFxcdQ==/109951166957048928.jpg,阿云嘎,12200490
1859652717,Moon Halo,100,https://p2.music.126.net/ciLKATqflV2YWSV3ltE2Kw==/109951166159281275.jpg,茶理理,1003026
1375725396,Cyberangel,100,https://p2.music.126.net/TAiliOjM10DlKiL56fPIMw==/109951163737497396.jpg,Hanser,1049179
1882642256,Oracle,100,https://p2.music.126.net/kXbv0KSaLcoaCvtMqxezGA==/109951166468775827.jpg,黄霄雲,14077324
1426087898,Starfall,100,https://p2.music.126.net/0t5kKAKNdwVMnZiFjxMbRA==/109951164742955396.jpg,袁娅维TIA RAY,10473
744792,フラグメンツ,100,https://p1.music.126.net/QN94YMkikhvQN4132VnQVw==/109951163516679812.jpg,narco,0
35847930,sweet dream,100,https://p1.music.126.net/X4CfqO3g0VmeE5qQd1dXTg==/109951166006774495.jpg,山本椛,191035
705737,To the Limit,100,https://p1.music.126.net/gsl_uqRG2NV7rdrCEPubQw==/2332064162537689.jpg,C-CLAYS,18959
1305366759,514,100,https://p1.music.126.net/NvSC8YzqxS1v_YdTTOxEtg==/109951163827949383.jpg,Maritumix,12121187
22645181,Alice Maestera feat. nomico,100,https://p1.music.126.net/ZrD66pAipV0HEyjJg2-mjg==/109951166319421602.jpg,Masayoshi Minoshima,190901
4939823,RHYTHM EMOTION,100,https://p2.music.126.net/wqOH5x32HWkLLZ03ISNj4g==/5652589278466570.jpg,TWO-MIX,21876
4939797,サイレント・ヴォイス,100,https://p2.music.126.net/wqOH5x32HWkLLZ03ISNj4g==/5652589278466570.jpg,ひろえ純,12602907
4939814,FLYING IN THE SKY,100,https://p2.music.126.net/wqOH5x32HWkLLZ03ISNj4g==/5652589278466570.jpg,鹈岛仁文,15774
4939763,めぐりあい,100,https://p2.music.126.net/wqOH5x32HWkLLZ03ISNj4g==/5652589278466570.jpg,井上大輔,14372
4939803,STAND UP TO THE VICTORY~トゥ・ザ・ヴィクトリー~,100,https://p2.music.126.net/wqOH5x32HWkLLZ03ISNj4g==/5652589278466570.jpg,川添智久,29813437
819480,君は僕に似ている,100,https://p1.music.126.net/PcEQlItBgoHcL1EDgNuEbQ==/4457420139014632.jpg,See-Saw,21318
658488,水の証,100,https://p1.music.126.net/W_ObyPQug9Xt8Z1zsPgTJw==/753165465038518.jpg,田中理恵,161961
724424,焔の扉,100,https://p1.music.126.net/ImxCvcV751svOVy3CG7zHA==/2286984185841258.jpg,FictionJunction,19391
4939866,深海の孤独,100,https://p1.music.126.net/wqOH5x32HWkLLZ03ISNj4g==/5652589278466570.jpg,桑島法子,16812
629384,STARGAZER~星の扉,100,https://p1.music.126.net/qkm3c7VzKXWuJ-ViJszfvQ==/847723465015304.jpg,根岸さとり,17374
666443,Beautiful World,100,https://p2.music.126.net/0dD1op9wHdWIdO6gk1OQlQ==/18298072510006687.jpg,宇多田ヒカル,18122
1835951859,Avid,100,https://p2.music.126.net/Pdul4HmgspmsiPUq9oKkfQ==/109951166004106688.jpg,SawanoHiroyuki[nZk],1096011
1973593792,NIGHT DANCER,100,https://p2.music.126.net/KOeMa5y7XAC6RStYk58jRA==/109951167795660768.jpg,imase,50901152
1459343252,たぶん,100,https://p2.music.126.net/l-oheMQzLncYGGv3E7Wn9A==/109951165101444453.jpg,YOASOBI,33927412
1342950406,カワキヲアメク,100,https://p2.music.126.net/eonIqMlLxORgXDSzjabo2g==/109951163827366715.jpg,美波,30616560
1409311773,夜に駆ける,100,https://p2.music.126.net/3xWlqwYmfwRFebeiONUpGg==/109951164546210608.jpg,YOASOBI,33927412
1991012773,ギターと孤独と蒼い惑星,100,https://p2.music.126.net/rfstzrVK05hCPjU-4mzSFA==/109951167983448236.jpg,結束バンド,54103171
1956534872,花の塔,100,https://p2.music.126.net/fS_5RbP_4qg-RYreqp2tGg==/109951167558017839.jpg,さユり,1116297
1990571322,残機,100,https://p2.music.126.net/q7QS9ze9wXNXpUy2BscBPg==/109951167979033519.jpg,ずっと真夜中でいいのに。,15021101
1980986120,色彩,100,https://p2.music.126.net/B0kJyPHHDwheE28wbjRlcw==/109951167873380388.jpg,yama,35796201
1924858507,LilaS,100,https://p1.music.126.net/fbQZOZgPy7xe0q0RDM9Ikg==/109951167108647727.jpg,SawanoHiroyuki[nZk],1096011
409872504,ninelie,100,https://p1.music.126.net/g7aakYG_Wfmrn1_IDfVUXA==/109951165050166241.jpg,Aimer,16152
1824020871,One Last Kiss,100,https://p1.music.126.net/l3G4LigZnOxFE9lB4bz_LQ==/109951165791860501.jpg,宇多田ヒカル,18122
1342950406,カワキヲアメク,100,https://p1.music.126.net/eonIqMlLxORgXDSzjabo2g==/109951163827366715.jpg,美波,30616560
534065323,Sincerely,100,https://p1.music.126.net/vDkjhkNurE6T8KzfYyZBCQ==/109951165822303244.jpg,TRUE,896286
756338,to the beginning,100,https://p1.music.126.net/UMui7p9UOEk6TZIrfVvS5w==/109951165049344732.jpg,Kalafina,20032
32358691,Brave Shine,100,https://p1.music.126.net/IX2EItaOWNbnY9fO7Tm2CQ==/109951168080741423.jpg,Aimer,16152
31108223,THIS ILLUSION,100,https://p1.music.126.net/fgoiA9ujnwKjhYuNAgHFXg==/7859309115883404.jpg,LiSA,16995
560108,MEMORIA,100,https://p1.music.126.net/zZY03VNTGnlEwz2_xEPbxA==/109951166199969956.jpg,藍井エイル,16151
725692,Only My Railgun,100,https://p1.music.126.net/pviFxK7sGSdu3xmWRt9Lgw==/109951166296227310.jpg,fripSide,19395
1837125161,3分29秒,100,https://p2.music.126.net/ST_sYrUTqJD6e1-lzjUq4w==/109951165992632840.jpg,ヒトリエ,784134
1911564190,9mmの花,100,https://p2.music.126.net/7qXKhBDUkVJCs7NlLTE_6w==/109951166926427264.jpg,リーガルリリー,34045197
1836948062,3分29秒（TV动画《86－不存在的战区－》OP）,100,https://p2.music.126.net/X2SayLqbLAcg_cKB796kEQ==/109951165843066107.jpg,Kyle Xian,1039350
1892280013,鴉と白鳥,100,https://p2.music.126.net/frDBxAH_R0I8-jejuP3jhA==/109951166586170194.jpg,amazarashi,18480
1956534872,花の塔,100,https://p2.music.126.net/fS_5RbP_4qg-RYreqp2tGg==/109951167558017839.jpg,さユり,1116297
569212270,Befall,100,https://p1.music.126.net/YC4pwc7iaLoO_-bR0wBJsA==/19198572532779991.jpg,尚雯婕,9276
1426087898,Starfall,100,https://p1.music.126.net/0t5kKAKNdwVMnZiFjxMbRA==/109951164742955396.jpg,袁娅维TIA RAY,10473
1396343703,Dual-Ego,100,https://p2.music.126.net/FQh7r8A0JFIFBcHDmXydBA==/109951164421211483.jpg,萨顶顶,9270
1859652717,Moon Halo,100,https://p2.music.126.net/ciLKATqflV2YWSV3ltE2Kw==/109951166159281275.jpg,茶理理,1003026
1913478990,Regression,100,https://p2.music.126.net/DbD08enxZN2kDFScDFxcdQ==/109951166957048928.jpg,阿云嘎,12200490
1971144922,TruE,100,https://p1.music.126.net/cu9T_JCh5mt3aipWJoy03w==/109951167767293721.jpg,黄龄,7890
1859652717,Moon Halo,100,https://p1.music.126.net/ciLKATqflV2YWSV3ltE2Kw==/109951166159281275.jpg,茶理理,1003026
1913478990,Regression,100,https://p2.music.126.net/DbD08enxZN2kDFScDFxcdQ==/109951166957048928.jpg,阿云嘎,12200490
2025185099,Last Day,100,https://p2.music.126.net/J2qS96qOpFGZS0GQ5VZZgA==/109951168423540897.jpg,ljz329,51957057
